Date,,OG/CV,Product,Size,Volume?,Price,Where,Concat,Date2,,,,,
4/15/2025,Trufresh,CV,Green Bells,CH,10P,$10.95 ,Nogales,45762Green BellsCH,102,,,,,
4/15/2025,IPR,OG,Green Bells,CH,5P,$18.95 ,Nogales,45762Green BellsCH,102,,,,,
4/15/2025,Kingdom,CV,Grape,Bulk,26cs,$10.50 ,Texas,45762GrapeBulk,102,,,,,
4/15/2025,Tendwell,OG,Grape,20Lb,5P,$20.50 ,Florida,45762Grape20Lb,102,,,,,
4/15/2025,TopShelfag,CV,Grape,12X1,1500cs,$6.95 ,Florida,45762Grape12X1,102,,,,,
4/15/2025,Tendwell,OG,Grape,12X1,5P,$20.00 ,Florida,45762Grape12X1,102,,,,,
4/15/2025,Wholesum,OG,European,12 Med,30p,$4.00 ,Nogales,45762European12 Med,102,,,,,
4/15/2025,Divine,OG,European,12 Med,5p,$8.95 ,Nogales,45762European12 Med,102,,,,,
4/15/2025,Veg Fresh,OG,Butternut,Med,3p,$42.95 ,Nogales,45762ButternutMed,102,,,,,
4/15/2025,Nature Sweet,CV,Beef Steak Tomato,LG,Pack to order,$9.00 ,Nogales,45762Beef Steak TomatoLG,102,,,,,
4/15/2025,Veg Fresh,OG,Acorn,Small,3p,$14.85 ,Nogales,45762AcornSmall,102,,,,,
4/15/2025,Veg Fresh,OG,Acorn,Med,3p,$16.85 ,Nogales,45762AcornMed,102,,,,,
4/15/2025,Veg Fresh,OG,Acorn,LG,3p,$16.95 ,Nogales,45762AcornLG,102,,,,,
4/16/2025,Wholesum,OG,Zucchini,Xfancy,240cs,$14.95 ,Nogales,45763ZucchiniXfancy,101,,,,,
4/16/2025,Crown Jewels,CV,Zucchini,Med,5p,$8.95 ,Nogales,45763ZucchiniMed,101,,,,,
4/16/2025,Wholesum,OG,Zucchini,Med,120cs,$12.95 ,Nogales,45763ZucchiniMed,101,,,,,
4/16/2025,Crown Jewels,CV,Zucchini,Fancy,5p,$8.95 ,Nogales,45763ZucchiniFancy,101,,,,,
4/16/2025,Veg Fresh,OG,Zucchini,Fancy,5p,$18.95 ,Nogales,45763ZucchiniFancy,101,,,,,
4/16/2025,Vegfresh,CV,Zucchini,Fancy,5p,$10.00 ,Nogales,45763ZucchiniFancy,101,,,,,
4/16/2025,Wholesum,OG,Zucchini,Fancy,15p,$14.95 ,Nogales,45763ZucchiniFancy,101,,,,,
4/16/2025,Farmers Best,CV,Zucchini,Fancy,5p,$8.95 ,Texas,45763ZucchiniFancy,101,,,,,
4/16/2025,Farmers Best,CV,Yellow Squash,Xfancy,5p,$16.95 ,Texas,45763Yellow SquashXfancy,101,,,,,
4/16/2025,Crown Jewels,CV,Yellow Squash,Med,5p,$8.95 ,Nogales,45763Yellow SquashMed,101,,,,,
4/16/2025,Farmers Best,CV,Yellow Squash,Med,5p,$16.95 ,Texas,45763Yellow SquashMed,101,,,,,
4/16/2025,Crown Jewels,CV,Yellow Squash,Fancy,5p,$8.95 ,Nogales,45763Yellow SquashFancy,101,,,,,
4/16/2025,Vegfresh,OG,Yellow Squash,Fancy,5p,$20.95 ,Nogales,45763Yellow SquashFancy,101,,,,,
4/16/2025,Vegfresh,CV,Yellow Squash,Fancy,5p,$10.00 ,Nogales,45763Yellow SquashFancy,101,,,,,
4/16/2025,Farmers Best,CV,Yellow Squash,Fancy,5p,$18.95 ,Texas,45763Yellow SquashFancy,101,,,,,
4/16/2025,SL PRODUCE,CV,Yellow Squash,Fancy,2P,$8.00 ,Texas,45763Yellow SquashFancy,101,,,,,
4/16/2025,IPR,OG,Yellow Bell 25lb,CH,3P,$12.95 ,Nogales,45763Yellow Bell 25lbCH,101,,,,,
4/16/2025,IPR,CV,Yellow Bell 11lb,XL,3P,$6.95 ,Nogales,45763Yellow Bell 11lbXL,101,,,,,
4/16/2025,Harvest Best,CV,Yellow Bell 11lb,Med,2P,$8.00 ,Texas,45763Yellow Bell 11lbMed,101,,,,,
4/16/2025,IPR,CV,Yellow Bell 11lb,LG,3P,$6.95 ,Nogales,45763Yellow Bell 11lbLG,101,,,,,
4/16/2025,Red Sun,CV,Yellow Bell 11lb,LG,4P,$8.00 ,Texas,45763Yellow Bell 11lbLG,101,,,,,
4/16/2025,Red Sun,CV,TOV,10Lb,2400cs,$6.50 ,Texas,45763TOV10Lb,101,,,,,
4/16/2025,Vegfresh,OG,Spaghetti,Small,3p,$14.95 ,Nogales,45763SpaghettiSmall,101,,,,,
4/16/2025,Vegfresh,OG,Spaghetti,Med,3p,$26.95 ,Nogales,45763SpaghettiMed,101,,,,,
4/16/2025,Vegfresh,OG,Spaghetti,Med,3p#2,$14.95 ,Nogales,45763SpaghettiMed,101,,,,,
4/16/2025,Vegfresh,OG,Spaghetti,LG,3p,$28.95 ,Nogales,45763SpaghettiLG,101,,,,,
4/16/2025,Vegfresh,OG,Spaghetti,LG,3p#2,$14.95 ,Nogales,45763SpaghettiLG,101,,,,,
4/16/2025,SL PRODUCE,CV,Slicer,SS,1806,$18.95 ,Texas,45763SlicerSS,101,,,,,
4/16/2025,SL PRODUCE,CV,Slicer,Small,967cs,$8.00 ,Texas,45763SlicerSmall,101,,,,,
4/16/2025,SL PRODUCE,CV,Slicer,Selecto,1890cs,$13.95 ,Texas,45763SlicerSelecto,101,,,,,
4/16/2025,earthblend,CV,Slicer,Plain,10p,$12.00 ,Nogales,45763SlicerPlain,101,,,,,
4/16/2025,Vegfresh,OG,Slicer,Plain,10p,$8.95 ,Nogales,45763SlicerPlain,101,,,,,
4/16/2025,Agriferg,OG,Slicer,Plain,10p,$7.95 ,Nogales,45763SlicerPlain,101,,,,,
4/16/2025,Grower Alliance,CV,Slicer,LG,6P,$18.95 ,Texas,45763SlicerLG,101,,,,,
4/16/2025,Crown Jewels,CV,Slicer,36's,5p,$9.95 ,Nogales,45763Slicer36's,101,,,,,
4/16/2025,Agriferg,OG,Slicer,36's,6p,$10.95 ,Nogales,45763Slicer36's,101,,,,,
4/16/2025,Terrabella,OG,Slicer,36's,4p,$14.95 ,Nogales,45763Slicer36's,101,,,,,
4/16/2025,SL PRODUCE,CV,Slicer,24's,1900cs,$7.50 ,Texas,45763Slicer24's,101,,,,,
4/16/2025,Grower Alliance,OG,Roma,Jbo,320cs,$14.95 ,Nogales,45763RomaJbo,101,,,,,
4/16/2025,SL Produce,CV,Red Bell 25lb,XL,1P,$16.00 ,Nogales,45763Red Bell 25lbXL,101,,,,,
4/16/2025,SL Produce,CV,Red Bell 25lb,Suntan,4P,$12.00 ,Nogales,45763Red Bell 25lbSuntan,101,,,,,
4/16/2025,Harvest Best,CV,Red Bell 25lb,Med,2P,$15.25 ,Texas,45763Red Bell 25lbMed,101,,,,,
4/16/2025,SL Produce,CV,Red Bell 25lb,CH,4P,$12.00 ,Nogales,45763Red Bell 25lbCH,101,,,,,
4/16/2025,Kingdom,CV,Red Bell 11lb,XXL,1P,$7.95 ,Texas,45763Red Bell 11lbXXL,101,,,,,
4/16/2025,IPR,OG,Red Bell 11lb,XL,5P,$12.95 ,Nogales,45763Red Bell 11lbXL,101,,,,,
4/16/2025,IPR,CV,Red Bell 11lb,XL,3P,$8.95 ,Nogales,45763Red Bell 11lbXL,101,,,,,
4/16/2025,Harvest Best,CV,Red Bell 11lb,Med,2P,$8.00 ,Texas,45763Red Bell 11lbMed,101,,,,,
4/16/2025,IPR,OG,Red Bell 11lb,LG,5P,$10.95 ,Nogales,45763Red Bell 11lbLG,101,,,,,
4/16/2025,IPR,CV,Red Bell 11lb,LG,3P,$6.95 ,Nogales,45763Red Bell 11lbLG,101,,,,,
4/16/2025,Kingdom,CV,Red Bell 11lb,LG,1P,$7.95 ,Texas,45763Red Bell 11lbLG,101,,,,,
4/16/2025,Red Sun,CV,Red Bell 11lb,LG,7P,$8.00 ,Texas,45763Red Bell 11lbLG,101,,,,,
4/16/2025,Art Mx,CV,Pineapple,6ct,5P,$13.00 ,Texas,45763Pineapple6ct,101,,,,,
4/16/2025,Art Mx,CV,Pineapple,5ct,5P,$12.50 ,Texas,45763Pineapple5ct,101,,,,,
4/16/2025,Terrabella,OG,Persian,Fancy,11p,$14.00 ,Nogales,45763PersianFancy,101,,,,,
4/16/2025,Art Mx,CV,Persian Lime,200ct,3P,$38.00 ,Texas,45763Persian Lime200ct,101,,,,,
4/16/2025,Art Mx,CV,Persian Lime,175ct,3P,$39.00 ,Texas,45763Persian Lime175ct,101,,,,,
4/16/2025,Art Mx,CV,Persian Lime,150ct,3P,$39.00 ,Texas,45763Persian Lime150ct,101,,,,,
4/16/2025,Art Mx,CV,Persian Lime,110ct,3P,$38.00 ,Texas,45763Persian Lime110ct,101,,,,,
4/16/2025,Harvest Best,CV,Orange Bell 25lb,Med,2P,$6.25 ,Texas,45763Orange Bell 25lbMed,101,,,,,
4/16/2025,IPR,OG,Orange Bell 25lb,LG,3P,$16.95 ,Nogales,45763Orange Bell 25lbLG,101,,,,,
4/16/2025,IPR,OG,Orange Bell 25lb,CH,3P,$8.95 ,Nogales,45763Orange Bell 25lbCH,101,,,,,
4/16/2025,IPR,CV,Orange Bell 11lb,XL,3P,$6.95 ,Nogales,45763Orange Bell 11lbXL,101,,,,,
4/16/2025,Kingdom,CV,Orange Bell 11lb,XL,1P,$7.95 ,Texas,45763Orange Bell 11lbXL,101,,,,,
4/16/2025,Harvest Best,CV,Orange Bell 11lb,Med,2P,$7.00 ,Texas,45763Orange Bell 11lbMed,101,,,,,
4/16/2025,IPR,CV,Orange Bell 11lb,LG,3P,$6.95 ,Nogales,45763Orange Bell 11lbLG,101,,,,,
4/16/2025,Franks,CV,Mini Sweets,12X1,20P,$10.95 ,Nogales,45763Mini Sweets12X1,101,,,,,
4/16/2025,Red Sun,CV,Mini Sweets,12X1,384cs,$13.00 ,Texas,45763Mini Sweets12X1,101,,,,,
4/16/2025,CH Rivas,OG,Heirloom,20Lb,354cs,$21.95 ,Nogales,45763Heirloom20Lb,101,,,,,
4/16/2025,SL Produce,CV,Green Bells,Xsmall,10P,$15.00 ,Texas,45763Green BellsXsmall,101,,,,,
4/16/2025,IPR,OG,Green Bells,XL,1P,$34.95 ,Nogales,45763Green BellsXL,101,,,,,
4/16/2025,SL Produce,CV,Green Bells,Suntan,15P,$16.00 ,Texas,45763Green BellsSuntan,101,,,,,
4/16/2025,IPR,OG,Green Bells,LG,1P,$32.95 ,Nogales,45763Green BellsLG,101,,,,,
4/16/2025,SL Produce,CV,Green Bells,Eurobox,48ct 55cs,$26.95 ,Texas,45763Green BellsEurobox,101,,,,,
4/16/2025,earthblend,CV,Gray,Xfancy,3p,$9.00 ,Nogales,45763GrayXfancy,101,,,,,
4/16/2025,Crown Jewels,CV,Gray,Med,5p,$8.95 ,Nogales,45763GrayMed,101,,,,,
4/16/2025,Crown Jewels,CV,Gray,Fancy,5p,$8.95 ,Nogales,45763GrayFancy,101,,,,,
4/16/2025,SL PRODUCE,CV,Gray,Fancy,3P,$8.00 ,Texas,45763GrayFancy,101,,,,,
4/16/2025,Red Sun,CV,Grape,12X1,1680cs,$6.00 ,Texas,45763Grape12X1,101,,,,,
4/16/2025,Tendwell,OG,Grape,12X1,20p,$20.50 ,Florida,45763Grape12X1,101,,,,,
4/16/2025,wholesum,OG,European,12 Med,30p,$4.00 ,Nogales,45763European12 Med,101,,,,,
4/16/2025,Red Sun,CV,Cherry Tomato,9x9oz,330cs,$11.00 ,Texas,45763Cherry Tomato9x9oz,101,,,,,
4/16/2025,Vegfresh,OG,Butternut,Med,3p,$42.95 ,Nogales,45763ButternutMed,101,,,,,
4/16/2025,Vegfresh,OG,Acorn,Small,3p,$14.85 ,Nogales,45763AcornSmall,101,,,,,
4/16/2025,Vegfresh,OG,Acorn,Med,3p,$16.85 ,Nogales,45763AcornMed,101,,,,,
4/16/2025,Vegfresh,OG,Acorn,LG,3p,$16.95 ,Nogales,45763AcornLG,101,,,,,
4/17/2025,Eagle Eye,CV,Zucchini,WB,6p,$6.00 ,Nogales,45764ZucchiniWB,100,,,,,
4/17/2025,Malena,CV,Zucchini,Med,3p#2,$7.95 ,Nogales,45764ZucchiniMed,100,,,,,
4/17/2025,Divine,OG,Zucchini,Med,4p, $14.95 ,Nogales,45764ZucchiniMed,100,,,,,
4/17/2025,Kingdom,CV,Zucchini,Med,10p,$9.95 ,Texas,45764ZucchiniMed,100,,,,,
4/17/2025,wholesum,OG,Zucchini,Fancy,52CS,$12.00 ,Nogales,45764ZucchiniFancy,100,,,,,
4/17/2025,Malena,CV,Zucchini,Fancy,3p#2,$7.95 ,Nogales,45764ZucchiniFancy,100,,,,,
4/17/2025,Earthblend,CV,Zucchini,Fancy,5p, $10.00 ,Nogales,45764ZucchiniFancy,100,,,,,
4/17/2025,Kingdom,CV,Zucchini,Fancy,5p,$9.95 ,Texas,45764ZucchiniFancy,100,,,,,
4/17/2025,wholesum,OG,Yellow Squash,Med,12P,$10.95 ,Nogales,45764Yellow SquashMed,100,,,,,
4/17/2025,Malena,CV,Yellow Squash,Med,3p,$8.95 ,Nogales,45764Yellow SquashMed,100,,,,,
4/17/2025,Kingdom,CV,Yellow Squash,Med,1p,$12.95 ,Texas,45764Yellow SquashMed,100,,,,,
4/17/2025,wholesum,OG,Yellow Squash,Fancy,2P,$14.95 ,Nogales,45764Yellow SquashFancy,100,,,,,
4/17/2025,Malena,CV,Yellow Squash,Fancy,3p,$8.95 ,Nogales,45764Yellow SquashFancy,100,,,,,
4/17/2025,Kingdom,CV,Yellow Squash,Fancy,2p,$12.95 ,Texas,45764Yellow SquashFancy,100,,,,,
4/17/2025,Nature Sweet,CV,TOV,16ct,10p,$8.90 ,Texas,45764TOV16ct,100,,,,,
4/17/2025,Amore,CV,Tomatillo Husk,XL,3P,$12.00 ,Texas,45764Tomatillo HuskXL,100,,,,,
4/17/2025,Earthblend,CV,Spaghetti,XL,5p,$7.00 ,Nogales,45764SpaghettiXL,100,,,,,
4/17/2025,VegFresh,OG,Spaghetti,Small,4P, $14.95 ,Nogales,45764SpaghettiSmall,100,,,,,
4/17/2025,Earthblend,CV,Spaghetti,Small,5p,$6.00 ,Nogales,45764SpaghettiSmall,100,,,,,
4/17/2025,VegFresh,OG,Spaghetti,Med,3P#2,$14.95 ,Nogales,45764SpaghettiMed,100,,,,,
4/17/2025,VegFresh,OG,Spaghetti,LG,3p#2, $14.95 ,Nogales,45764SpaghettiLG,100,,,,,
4/17/2025,sl,CV,Slicer,SS,30p,$20.95 ,Texas,45764SlicerSS,100,,,,,
4/17/2025,SL,CV,Slicer,Small,10P,$7.00 ,Nogales,45764SlicerSmall,100,,,,,
4/17/2025,SL,CV,Slicer,Small,10P,$10.00 ,Texas,45764SlicerSmall,100,,,,,
4/17/2025,SL,CV,Slicer,Selecto,168cs,$16.00 ,Texas,45764SlicerSelecto,100,,,,,
4/17/2025,Agriferg,OG,Slicer,Plain,10p,$7.95 ,Nogales,45764SlicerPlain,100,,,,,
4/17/2025,SL,CV,Slicer,Plain,30P,$5.00 ,Nogales,45764SlicerPlain,100,,,,,
4/17/2025,Earthblend,CV,Slicer,Plain,5p,$10.00 ,Nogales,45764SlicerPlain,100,,,,,
4/17/2025,SL,CV,Slicer,Plain,30P,$10.95 ,Texas,45764SlicerPlain,100,,,,,
4/17/2025,Agriferg,OG,Slicer,36's,6p,$10.95 ,Nogales,45764Slicer36's,100,,,,,
4/17/2025,Earthblend,CV,Slicer,36's,5p,$10.00 ,Nogales,45764Slicer36's,100,,,,,
4/17/2025,sl,CV,Slicer,24's,1400cs,$7.50 ,Texas,45764Slicer24's,100,,,,,
4/17/2025,Amore,CV,Serrano,XL,3P,$30.00 ,Texas,45764SerranoXL,100,,,,,
4/17/2025,HM,CV,Roma,XXL,3P,$12.95 ,Nogales,45764RomaXXL,100,,,,,
4/17/2025,Amore,CV,Roma,XXL,3P,$11.95 ,Nogales,45764RomaXXL,100,,,,,
4/17/2025,HM,CV,Roma,XL,3P,$12.95 ,Nogales,45764RomaXL,100,,,,,
4/17/2025,Amore,CV,Roma,XL,3P,$11.95 ,Nogales,45764RomaXL,100,,,,,
4/17/2025,Amore,CV,Roma,Med,3P,$8.95 ,Texas,45764RomaMed,100,,,,,
4/17/2025,HM,CV,Roma,LG,3P,$11.95 ,Nogales,45764RomaLG,100,,,,,
4/17/2025,Amore,CV,Roma,LG,3P,$10.95 ,Texas,45764RomaLG,100,,,,,
4/17/2025,Pretige Produce,CV,Red Onion,Col,10P,$7.00 ,Florida,45764Red OnionCol,100,,,,,
4/17/2025,Sweet Seasons,CV,Pineapple,7ct,20p,$10.75 ,Texas,45764Pineapple7ct,100,,,,,
4/17/2025,sweet Seasons,CV,Pineapple,6ct,20p,$12.50 ,Texas,45764Pineapple6ct,100,,,,,
4/17/2025,Sweet seasons,CV,Pineapple,5ct,20p,$12.50 ,Texas,45764Pineapple5ct,100,,,,,
4/17/2025,SealdSweet,CV,Pineapple,,10p,$13.00 ,Florida,45764Pineapple,100,,,,,
4/17/2025,SealdSweet,CV,Pineapple,,10p,$15.00 ,Florida,45764Pineapple,100,,,,,
4/17/2025,SealdSweet,CV,Pineapple,,10p,$16.00 ,Florida,45764Pineapple,100,,,,,
4/17/2025,Agriferg,OG,Persian,Med,1p,$10.95 ,Nogales,45764PersianMed,100,,,,,
4/17/2025,Agriferg,OG,Persian,Fancy,5p,$10.95 ,Nogales,45764PersianFancy,100,,,,,
4/17/2025,Art MX,CV,Persian Lime,230ct,5P,$40.00 ,Texas,45764Persian Lime230ct,100,,,,,
4/17/2025,Art MX,CV,Persian Lime,200ct,5P,$41.00 ,Texas,45764Persian Lime200ct,100,,,,,
4/17/2025,Art MX,CV,Persian Lime,175ct,5P,$41.00 ,Texas,45764Persian Lime175ct,100,,,,,
4/17/2025,Art MX,CV,Persian Lime,150ct,5P,$41.00 ,Texas,45764Persian Lime150ct,100,,,,,
4/17/2025,Art MX,CV,Persian Lime,110ct,5P,$41.00 ,Texas,45764Persian Lime110ct,100,,,,,
4/17/2025,Amore,CV,Jalapeño,XL,3P,$19.50 ,Texas,45764JalapeñoXL,100,,,,,
4/17/2025,Amore,CV,Jalapeño,LG,3P,$18.50 ,Texas,45764JalapeñoLG,100,,,,,
4/17/2025,Earthblend,CV,Honeydew,8ct,5p,$8.00 ,Nogales,45764Honeydew8ct,100,,,,,
4/17/2025,Earthblend,CV,Honeydew,6ct,5p,$9.00 ,Nogales,45764Honeydew6ct,100,,,,,
4/17/2025,CH Rivas,OG,Heirloom,10Lb,232cs,$20.95 ,Nogales,45764Heirloom10Lb,100,,,,,
4/17/2025,IPR,OG,Green Bells,XL,2P, $34.95 ,Nogales,45764Green BellsXL,100,,,,,
4/17/2025,IPR,OG,Green Bells,LG,2P, $32.95 ,Nogales,45764Green BellsLG,100,,,,,
4/17/2025,Earthblend,CV,Gray,Xfancy,2p,$10.00 ,Nogales,45764GrayXfancy,100,,,,,
4/17/2025,wholesum,OG,European,12 Med,30p,$3 ,Nogales,45764European12 Med,100,,,,,
4/17/2025,Nature Sweet,CV,European,12 Med,load,$4.00 ,Texas,45764European12 Med,100,,,,,
4/17/2025,VegFresh,OG,Acorn,Small,4P, $14.95 ,Nogales,45764AcornSmall,100,,,,,
4/17/2025,VegFresh,OG,Acorn,Med,4P, $16.85 ,Nogales,45764AcornMed,100,,,,,
4/17/2025,VegFresh,OG,Acorn,LG,4P, $16.95 ,Nogales,45764AcornLG,100,,,,,
4/21/2025,wholesum,OG,Zucchini,Xfancy,1p,$16.95 ,Nogales,45768ZucchiniXfancy,96,,,,,
4/21/2025,Farmers Best,CV,Zucchini,Xfancy,2p,$9.95 ,Texas,45768ZucchiniXfancy,96,,,,,
4/21/2025,Fresh Farms,CV,Zucchini,Med,5p,$8.95 ,Nogales,45768ZucchiniMed,96,,,,,
4/21/2025,Farmers Best,CV,Zucchini,Med,2p,$9.95 ,Texas,45768ZucchiniMed,96,,,,,
4/21/2025,Fresh Farms,CV,Zucchini,LG,5p,$4.95 ,Nogales,45768ZucchiniLG,96,,,,,
4/21/2025,Farmers Best,CV,Zucchini,LG,2p,$8.95 ,Texas,45768ZucchiniLG,96,,,,,
4/21/2025,wholesum,OG,Zucchini,Fancy,1p,$16.95 ,Nogales,45768ZucchiniFancy,96,,,,,
4/21/2025,Fresh Farms,CV,Zucchini,Fancy,5p,$8.95 ,Nogales,45768ZucchiniFancy,96,,,,,
4/21/2025,Farmers Best,CV,Zucchini,Fancy,2p,$9.95 ,Texas,45768ZucchiniFancy,96,,,,,
4/21/2025,wholesum,OG,Yellow Squash,Xfancy,1p,$16.95 ,Nogales,45768Yellow SquashXfancy,96,,,,,
4/21/2025,Farmers Best,CV,Yellow Squash,Xfancy,2p,$16.95 ,Texas,45768Yellow SquashXfancy,96,,,,,
4/21/2025,wholesum,OG,Yellow Squash,Med,1206cs,$8.95 ,Nogales,45768Yellow SquashMed,96,,,,,
4/21/2025,Fresh Farms,CV,Yellow Squash,Med,5p,$8.95 ,Nogales,45768Yellow SquashMed,96,,,,,
4/21/2025,Farmers Best,CV,Yellow Squash,Med,2p,$12.95 ,Texas,45768Yellow SquashMed,96,,,,,
4/21/2025,Fresh Farms,CV,Yellow Squash,LG,5p,$4.95 ,Nogales,45768Yellow SquashLG,96,,,,,
4/21/2025,Farmers Best,CV,Yellow Squash,LG,2p,$7.95 ,Texas,45768Yellow SquashLG,96,,,,,
4/21/2025,wholesum,OG,Yellow Squash,Fancy,1232cs,$12.95 ,Nogales,45768Yellow SquashFancy,96,,,,,
4/21/2025,Fresh Farms,CV,Yellow Squash,Fancy,5p,$10.95 ,Nogales,45768Yellow SquashFancy,96,,,,,
4/21/2025,Farmers Best,CV,Yellow Squash,Fancy,2p,$18.95 ,Texas,45768Yellow SquashFancy,96,,,,,
4/21/2025,IPR,CV,Yellow Bell 25lb,XL,20,$10.95 ,Nogales,45768Yellow Bell 25lbXL,96,,,,,
4/21/2025,REDSUN,CV,Yellow Bell 11lb,XXL,700CS,$6.00 ,Texas,45768Yellow Bell 11lbXXL,96,,,,,
4/21/2025,Franks,CV,Yellow Bell 11lb,XL,5p,$10.95 ,Nogales,45768Yellow Bell 11lbXL,96,,,,,
4/21/2025,IPR,OG,Yellow Bell 11lb,XL,15P,$14.95 ,Nogales,45768Yellow Bell 11lbXL,96,,,,,
4/21/2025,IPR,CV,Yellow Bell 11lb,XL,30P,$8.95 ,Nogales,45768Yellow Bell 11lbXL,96,,,,,
4/21/2025,FRANKS,OG,Yellow Bell 11lb,XL,5P,$8.95 ,Texas,45768Yellow Bell 11lbXL,96,,,,,
4/21/2025,REDSUN,CV,Yellow Bell 11lb,XL,500CS,$5.00 ,Texas,45768Yellow Bell 11lbXL,96,,,,,
4/21/2025,Franks,CV,Yellow Bell 11lb,LG,5p,$10.95 ,Nogales,45768Yellow Bell 11lbLG,96,,,,,
4/21/2025,Franks,OG,Yellow Bell 11lb,LG,5P,$8.95 ,Texas,45768Yellow Bell 11lbLG,96,,,,,
4/21/2025,REDSUN,CV,Yellow Bell 11lb,LG,600CS,$5.00 ,Texas,45768Yellow Bell 11lbLG,96,,,,,
4/21/2025,IPR,OG,Yellow Bell 11lb,CH Med,20P,$12.95 ,Nogales,45768Yellow Bell 11lbCH Med,96,,,,,
4/21/2025,Mastertouch,CV,Watermelons,80ct,load,$182.00 ,Nogales,45768Watermelons80ct,96,,,,,
4/21/2025,Mastertouch,CV,Watermelons,60ct,load,$189.00 ,Nogales,45768Watermelons60ct,96,,,,,
4/21/2025,Mastertouch,CV,Watermelons,45ct,load,$189.00 ,Nogales,45768Watermelons45ct,96,,,,,
4/21/2025,Mastertouch,CV,Watermelons,36's,load,$189.00 ,Nogales,45768Watermelons36's,96,,,,,
4/21/2025,SL PRODUCE,CV,Sweet Corn Bicolor,Bulk,2800,$10.00 ,Nogales,45768Sweet Corn BicolorBulk,96,,,,,
4/21/2025,Veg Fresh,OG,Spaghetti,Small,3p,$14.95 ,Nogales,45768SpaghettiSmall,96,,,,,
4/21/2025,Veg Fresh,OG,Spaghetti,Med,3P #2,$14.95 ,Nogales,45768SpaghettiMed,96,,,,,
4/21/2025,Direct Roots,OG,Spaghetti,LG,4p,$22.95 ,Nogales,45768SpaghettiLG,96,,,,,
4/21/2025,Direct Roots,OG,Spaghetti,LG,4p,$22.95 ,Nogales,45768SpaghettiLG,96,,,,,
4/21/2025,Veg Fresh,OG,Spaghetti,LG,3p #2,$14.95 ,Nogales,45768SpaghettiLG,96,,,,,
4/21/2025,Divine,CV,Slicer,SS,10p,$16.95 ,Nogales,45768SlicerSS,96,,,,,
4/21/2025,SL PRODUCE,CV,Slicer,SS,546CS,$20.95 ,Texas,45768SlicerSS,96,,,,,
4/21/2025,Divine,CV,Slicer,Small,10p,$12.95 ,Nogales,45768SlicerSmall,96,,,,,
4/21/2025,SL PRODUCE,CV,Slicer,Selecto,336CS,$10.95 ,Nogales,45768SlicerSelecto,96,,,,,
4/21/2025,Veg Fresh,OG,Slicer,Selecto,3p,$16.50 ,Nogales,45768SlicerSelecto,96,,,,,
4/21/2025,SL PRODUCE,CV,Slicer,Selecto,336,$16.00 ,Texas,45768SlicerSelecto,96,,,,,
4/21/2025,Divine,OG,Slicer,Plain,5p,$14.95 ,Nogales,45768SlicerPlain,96,,,,,
4/21/2025,Divine,CV,Slicer,Plain,10p,$8.95 ,Nogales,45768SlicerPlain,96,,,,,
4/21/2025,Vegfresh,OG,Slicer,Plain,3p  ,$8.95 ,Nogales,45768SlicerPlain,96,,,,,
4/21/2025,Agriferg,OG,Slicer,Plain,10p,$6.95 ,Nogales,45768SlicerPlain,96,,,,,
4/21/2025,SL PRODUCE,CV,Slicer,PLAIN,1133CS,$10.95 ,Texas,45768SlicerPLAIN,96,,,,,
4/21/2025,Seeded,CV,Slicer,LG,4p,$16.95 ,Nogales,45768SlicerLG,96,,,,,
4/21/2025,Veg Fresh,OG,Slicer,LG,3p  ,$16.50 ,Nogales,45768SlicerLG,96,,,,,
4/21/2025,SUNFED,OG,Slicer,36's,5P,$10.00 ,Nogales,45768Slicer36's,96,,,,,
4/21/2025,AGRIFERG,OG,Slicer,36's,2p,$10.95 ,Nogales,45768Slicer36's,96,,,,,
4/21/2025,Produce team,OG,Slicer,36's,544cs,$16.00 ,Texas,45768Slicer36's,96,,,,,
4/21/2025,SL PRODUCE,CV,Slicer,24ct,1900CS,$7.50 ,Texas,45768Slicer24ct,96,,,,,
4/21/2025,MexFresh,CV,Roma,XXL,10p,$12.95 ,Nogales,45768RomaXXL,96,,,,,
4/21/2025,MexFresh,CV,Roma,XXL,10p,$13.95 ,Texas,45768RomaXXL,96,,,,,
4/21/2025,MexFresh,CV,Roma,XL,10p,$12.95 ,Nogales,45768RomaXL,96,,,,,
4/21/2025,MexFresh,CV,Roma,XL,10p,$13.95 ,Texas,45768RomaXL,96,,,,,
4/21/2025,MexFresh,CV,Roma,Med,10p,$9.95 ,Nogales,45768RomaMed,96,,,,,
4/21/2025,MexFresh,CV,Roma,Med,10p,$11.95 ,Texas,45768RomaMed,96,,,,,
4/21/2025,Traveler,CV,Roma,Med,3P,$10.95 ,Texas,45768RomaMed,96,,,,,
4/21/2025,MexFresh,CV,Roma,LG,10p,$11.95 ,Nogales,45768RomaLG,96,,,,,
4/21/2025,MexFresh,CV,Roma,LG,10p,$12.95 ,Texas,45768RomaLG,96,,,,,
4/21/2025,Traveler,CV,Roma,LG,3P,$11.95 ,Texas,45768RomaLG,96,,,,,
4/21/2025,trufresh,OG,Roma,Jbo,8p,$12.95 ,Nogales,45768RomaJbo,96,,,,,
4/21/2025,IPR,CV,Red Bell 25lb,XL,20P,$14.95 ,Nogales,45768Red Bell 25lbXL,96,,,,,
