Date,Product,ProductClean,VendorFinal,OG/CV,Location,volume_unit
1/15/2025,Yellow Bell Pepper 25lb,Yellow Bell Peppers XXXL,"Sweet Seasons, LLC.",0.0,Texas,pallet
1/15/2025,Yellow Bell Pepper 25lb,Yellow Bell Peppers XXXL,Bridges,1.0,Nogales,pallet
1/15/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Bridges,1.0,Nogales,pallet
1/15/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,"Sweet Seasons, LLC.",0.0,Texas,pallet
1/15/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Bridges,1.0,Nogales,pallet
1/15/2025,Tomatillo,TOMATILLO,"Sweet Seasons, LLC.",0.0,Texas,pallet
1/15/2025,Slicer Cucumber,Slicer Cucumber,TRICAR,0.0,Nogales,pallet
1/15/2025,Slicer Cucumber,Slicer Cucumber,TRICAR,0.0,Nogales,pallet
1/15/2025,Slicer Cucumber,Slicer Cucumber,TRICAR,0.0,Nogales,pallet
1/15/2025,Slicer Cucumber,Slicer Cucumber,TRICAR,0.0,Nogales,pallet
1/15/2025,Slicer Cucumber,Slicer Cucumber,MexFresh,0.0,Texas,pallet
1/15/2025,Slicer Cucumber,Slicer Cucumber,Giumarra,1.0,Nogales,
1/15/2025,Slicer Cucumber,Slicer Cucumber,Giumarra,1.0,Nogales,pallet
1/15/2025,Slicer Cucumber,Slicer Cucumber,Grey,1.0,Nogales,
1/15/2025,Roma Tomato,Roma Tomato- XL,Kaliroy,0.0,Nogales,pallet
1/15/2025,Roma Tomato,Roma Tomato- XL,Kaliroy,0.0,Nogales,pallet
1/15/2025,Roma Tomato,Roma Tomato- XL,Kaliroy,0.0,Nogales,pallet
1/15/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Bridges,1.0,Nogales,pallet
1/15/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,"Sweet Seasons, LLC.",0.0,Texas,pallet
1/15/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Bridges,1.0,Nogales,pallet
1/15/2025,Orangel Bell Pepper 25lb,Orange Bell Peppers XXLG,Bridges,1.0,Nogales,pallet
1/15/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Bridges,1.0,Nogales,pallet
1/15/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,"Sweet Seasons, LLC.",0.0,Texas,pallet
1/15/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Bridges,1.0,Nogales,pallet
1/15/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Bridges,1.0,Nogales,pallet
1/15/2025,Jalapeño,Jalapeño,"Sweet Seasons, LLC.",0.0,Texas,pallet
1/15/2025,Heirloom,Heirloom,Trufresh,1.0,Nogales,pallet
1/15/2025,Green Bell Pepper,Green Bell Pepper,Ipr,0.0,Nogales,pallet
1/15/2025,Green Bell Pepper,Green Bell Pepper,Ipr,1.0,Nogales,pallet
1/15/2025,Green Bell Pepper,Green Bell Pepper,Ipr,0.0,Nogales,pallet
1/15/2025,Green Bell Pepper,Green Bell Pepper,Ipr,0.0,Nogales,pallet
1/15/2025,Green Bell Pepper,Green Bell Pepper,Ipr,1.0,Nogales,pallet
1/15/2025,Green Bell Pepper,Green Bell Pepper,Ipr,0.0,Nogales,pallet
1/15/2025,Grape Tomato,Grape Tomato,Kaliroy,0.0,Nogales,pallet
1/15/2025,Eggplant,Eggplant,Lakeway,0.0,Texas,pallet
1/15/2025,Cherry Tomato,Cherry Tomatoes,Santa Sweets,0.0,Nogales,pallet
1/16/2025,Zucchini Squash,Zucchini Squash,Seeded,0.0,Nogales,pallet
1/16/2025,Zucchini Squash,Zucchini Squash,Vegfresh,0.0,Nogales,pallet
1/16/2025,Zucchini Squash,Zucchini Squash,Malena,0.0,Nogales,pallet
1/16/2025,Zucchini Squash,Zucchini Squash,Malena,0.0,Nogales,pallet
1/16/2025,Yellow Squash,Yellow Squash,Malena,0.0,Nogales,pallet
1/16/2025,Yellow Squash,Yellow Squash,Lakeway,0.0,Nogales,pallet
1/16/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Fresh Farms,0.0,Nogales,pallet
1/16/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Doozland,0.0,Nogales,case
1/16/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Fresh Farms,0.0,Nogales,pallet
1/16/2025,Watermelons,Watermelon Seed,Giumarra,0.0,Nogales,load
1/16/2025,Watermelons,Watermelon Seed,Giumarra,0.0,Nogales,bin
1/16/2025,TOV,TOV,Huron,0.0,Texas,case
1/16/2025,Slicer Cucumber,Slicer Cucumber,Agriferg,1.0,Nogales,pallet
1/16/2025,Slicer Cucumber,Slicer Cucumber,Agriferg,1.0,Nogales,pallet
1/16/2025,Slicer Cucumber,Slicer Cucumber,Agriferg,1.0,Nogales,pallet
1/16/2025,Roma Tomato,Roma Tomato- XL,Kaliroy,0.0,Texas,pallet
1/16/2025,Roma Tomato,Roma Tomato- XL,Bridges,1.0,Nogales,pallet
1/16/2025,Roma Tomato,Roma Tomato- XL,Kaliroy,0.0,Nogales,pallet
1/16/2025,Roma Tomato,Roma Tomato- XL,Bridges,1.0,Nogales,pallet
1/16/2025,Roma Tomato,Roma Tomato- XL,Bridges,1.0,Nogales,pallet
1/16/2025,Roma Tomato,Roma Tomato- XL,Kaliroy,0.0,Texas,pallet
1/16/2025,Roma Tomato,Roma Tomato- XL,Bridges,1.0,Nogales,pallet
1/16/2025,Roma Tomato,Roma Tomato- XL,HM ,0.0,Nogales,pallet
1/16/2025,Roma Tomato,Roma Tomato- XL,HM ,0.0,Nogales,pallet
1/16/2025,Roma Tomato,Roma Tomato- XL,Kaliroy,0.0,Nogales,pallet
1/16/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Trufresh,0.0,Nogales,pallet
1/16/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Kingdom,0.0,Texas,case
1/16/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Kingdom,0.0,Texas,
1/16/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Fresh Farms,0.0,Nogales,pallet
1/16/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Kingdom,0.0,Texas,case
1/16/2025,Persian Cucumber,Persian Cucumber Choice,Agriferg,1.0,Nogales,pallet
1/16/2025,Persian Cucumber,Persian Cucumber Choice,Agriferg,1.0,Nogales,pallet
1/16/2025,Persian Cucumber,Persian Cucumber Choice,Agriferg,1.0,Nogales,pallet
1/16/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Agriferg,0.0,Nogales,pallet
1/16/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Malena,0.0,Nogales,pallet
1/16/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Malena,0.0,Nogales,pallet
1/16/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Malena,0.0,Nogales,pallet
1/16/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Malena,0.0,Nogales,pallet
1/16/2025,Mini Sweets,Mini Sweets,Franks,0.0,Nogales,pallet
1/16/2025,Mini Sweets,Mini Sweets,Franks,0.0,Nogales,pallet
1/16/2025,Mini Sweets,Mini Sweets,Franks,1.0,Nogales,pallet
1/16/2025,Medley Tomato,Medley Tomatoes,Red Sun,0.0,Texas,case
1/16/2025,Jalapeño,Jalapeño,Agrivera,0.0,Nogales,pallet
1/16/2025,Heirloom,Heirloom,Santa Sweets,0.0,Nogales,pallet
1/16/2025,Heirloom,Heirloom,Santa Sweets,1.0,Nogales,pallet
1/16/2025,Heirloom Tomato,Heirloom Tomato,Huron,0.0,Texas,case
1/16/2025,Green Bell Pepper,Green Bell Pepper,ASL PRODUCE,0.0,Nogales,case
1/16/2025,Green Bell Pepper,Green Bell Pepper,ASL PRODUCE,0.0,Nogales,case
1/16/2025,Green Bell Pepper,Green Bell Pepper,ASL PRODUCE,0.0,Nogales,case
1/16/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,0.0,Nogales,pallet
1/16/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,0.0,Nogales,pallet
1/16/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,0.0,Nogales,pallet
1/16/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,0.0,Nogales,pallet
1/16/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,0.0,Nogales,pallet
1/16/2025,Green Bell Pepper,Green Bell Pepper,ASL PRODUCE,0.0,Nogales,case
1/16/2025,Green Bell Pepper,Green Bell Pepper,Lakeway,0.0,Texas,case
1/16/2025,Grape,Grape,Kaliroy,0.0,Texas,pallet
1/16/2025,Grape,Grape,Franks,1.0,Texas,pallet
1/16/2025,Grape,Grape,Red Sun,0.0,Texas,case
1/16/2025,Grape Tomato,Grape Tomato,Kaliroy,0.0,Nogales,pallet
1/16/2025,Grape Tomato,Grape Tomato,Malena,0.0,Nogales,pallet
1/16/2025,European Cucumber,Euro Cucumber,Huron,0.0,Texas,pallet
1/16/2025,Eggplant,Eggplant,Lakeway,0.0,Texas,pallet
1/16/2025,Cocktail Tomato,Cocktails Tomato,Red Sun,0.0,Texas,case
1/17/2025,Yellow Squash,Yellow Squash,Lakeway,0.0,Nogales,pallet
1/17/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Divine,0.0,Nogales,pallet
1/17/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,"Produce Team, LLC.",0.0,Texas,case
1/17/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Franks,1.0,Texas,pallet
1/17/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Divine,0.0,Nogales,pallet
1/17/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,"Produce Team, LLC.",0.0,Texas,case
1/17/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Franks,1.0,Texas,pallet
1/17/2025,TOV,TOV,Huron,0.0,Texas,case
1/17/2025,Strawberries,Strawberry,"Grower Alliance, LLC",1.0,Nogales,pallet
1/17/2025,Slicer Cucumber,Slicer Cucumber,TRICAR,0.0,Nogales,pallet
1/17/2025,Slicer Cucumber,Slicer Cucumber,TRICAR,0.0,Nogales,pallet
1/17/2025,Slicer Cucumber,Slicer Cucumber,TRICAR,0.0,Nogales,pallet
1/17/2025,Slicer Cucumber,Slicer Cucumber,TRICAR,0.0,Nogales,pallet
1/17/2025,Slicer Cucumber,Slicer Cucumber,TRICAR,0.0,Nogales,pallet
1/17/2025,Slicer Cucumber,Slicer Cucumber,TRICAR,0.0,Nogales,pallet
1/17/2025,Slicer Cucumber,Slicer Cucumber,Giumarra,1.0,Nogales,pallet
1/17/2025,Slicer Cucumber,Slicer Cucumber,Giumarra,1.0,Nogales,pallet
1/17/2025,Slicer Cucumber,Slicer Cucumber,TRICAR,0.0,Nogales,pallet
1/17/2025,Slicer Cucumber,Slicer Cucumber,Giumarra,1.0,Nogales,pallet
1/17/2025,Slicer Cucumber,Slicer Cucumber,TRICAR,0.0,Nogales,pallet
1/17/2025,Roma Tomato,Roma Tomato- XL,"Grower Alliance, LLC",1.0,Nogales,pallet
1/17/2025,Roma Tomato,Roma Tomato- XL,"Grower Alliance, LLC",1.0,Nogales,pallet
1/17/2025,Roma Tomato,Roma Tomato- XL,"Grower Alliance, LLC",1.0,Nogales,pallet
1/17/2025,Red Bell Pepper 25lb,Red Bell Pepper 25lb,Divine,0.0,Nogales,pallet
1/17/2025,Red Bell Pepper 25lb,Red Bell Pepper 25lb,Divine,0.0,Nogales,pallet
1/17/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Divine,0.0,Nogales,pallet
1/17/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,"Produce Team, LLC.",0.0,Texas,case
1/17/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Franks,1.0,Texas,pallet
1/17/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Divine,0.0,Nogales,pallet
1/17/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Divine,0.0,Nogales,pallet
1/17/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Franks,1.0,Texas,pallet
1/17/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,"Produce Team, LLC.",0.0,Texas,case
1/17/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Franks,1.0,Texas,pallet
1/17/2025,Persian Lime,Persian Limes,Peakopia LLC,0.0,Texas,pallet
1/17/2025,Persian Lime,Persian Limes,Peakopia LLC,0.0,Texas,pallet
1/17/2025,Persian Lime,Persian Limes,Peakopia LLC,0.0,Texas,pallet
1/17/2025,Persian Lime,Persian Limes,Peakopia LLC,0.0,Texas,pallet
1/17/2025,Persian Lime,Persian Limes,Peakopia LLC,0.0,Texas,pallet
1/17/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Divine,0.0,Nogales,pallet
1/17/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Franks,1.0,Texas,pallet
1/17/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Divine,0.0,Nogales,pallet
1/17/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Franks,1.0,Texas,pallet
1/17/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Franks,1.0,Texas,pallet
1/17/2025,Mini Sweets,Mini Sweets,Divine,0.0,Nogales,pallet
1/17/2025,Jalapeño,Jalapeño,Mexfresh,0.0,Nogales,pallet
1/17/2025,Honeydew,Honeydew,Lakeway,0.0,Nogales,pallet
1/17/2025,Honeydew,Honeydew,"Produce House, LLC.",0.0,Nogales,pallet
1/17/2025,Heirloom,Heirloom,Trufresh,1.0,Nogales,pallet
1/17/2025,Heirloom Tomato,Heirloom Tomato,Huron,0.0,Texas,case
1/17/2025,Habanero,Habanero,Natural Flavor,0.0,Nogales,pallet
1/17/2025,Green Bell Pepper,Green Bell Pepper,Trufresh,0.0,Nogales,pallet
1/17/2025,Green Bell Pepper,Green Bell Pepper,Trufresh,0.0,Nogales,pallet
1/17/2025,Green Bell Pepper,Green Bell Pepper,Trufresh,0.0,Nogales,pallet
1/17/2025,Green Bell Pepper,Green Bell Pepper,Trufresh,0.0,Nogales,pallet
1/17/2025,Green Bell Pepper,Green Bell Pepper,Trufresh,0.0,Nogales,pallet
1/17/2025,Grape,Grape,Franks,1.0,Texas,pallet
1/17/2025,Grape,Grape,Franks,1.0,Texas,
1/17/2025,Grape Tomato,Grape Tomato,Franks,1.0,Nogales,pallet
1/17/2025,European Cucumber,Euro Cucumber,TRICAR,0.0,Nogales,pallet
1/17/2025,Cherry Tomato,Cherry Tomatoes,Santa Sweets,0.0,Nogales,pallet
1/17/2025,Beef Steak Tomato,Beef Steak Tomato,Malena,0.0,Nogales,pallet
1/17/2025,Beef Steak Tomato,Beef Steak Tomato,Malena,0.0,Nogales,pallet
1/17/2025,Anaheim,Anaheim,Amore,0.0,Nogales,pallet
1/18/2025,Yellow Bell Pepper 25lb,Yellow Bell Peppers XXXL,Harvest Best LLC,0.0,Texas,pallet
1/18/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Franks,1.0,Nogales,pallet
1/18/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Franks,0.0,Texas,
1/18/2025,TOV,TOV,Red Sun,0.0,Texas,case
1/18/2025,Roma Tomato,Roma Tomato- XL,"Grower Alliance, LLC",1.0,Nogales,case
1/18/2025,Roma Tomato,Roma Tomato- XL,"Grower Alliance, LLC",1.0,Nogales,pallet
1/18/2025,Roma Tomato,Roma Tomato- XL,"Grower Alliance, LLC",1.0,Nogales,case
1/18/2025,Roma Tomato,Roma Tomato- XL,"Grower Alliance, LLC",1.0,Nogales,pallet
1/18/2025,Red Bell Pepper 25lb,Red Bell Pepper 25lb,Harvest Best LLC,0.0,Texas,pallet
1/18/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Franks,1.0,Nogales,pallet
1/18/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Franks,0.0,Texas,
1/18/2025,Orangel Bell Pepper 25lb,Orange Bell Peppers XXLG,Harvest Best LLC,0.0,Texas,pallet
1/18/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Franks,1.0,Nogales,pallet
1/18/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Franks,0.0,Texas,pallet
1/18/2025,Mini Sweets,Mini Sweets,Franks,1.0,Nogales,pallet
1/18/2025,Mini Sweets,Mini Sweets,Franks,0.0,Nogales,
1/18/2025,Mini Sweets,Mini Sweets,Franks,0.0,Texas,
1/18/2025,Medley Tomato,Medley Tomatoes,Red Sun,0.0,Texas,
1/18/2025,Grape,Grape,Franks,1.0,Texas,pallet
1/18/2025,Grape,Grape,Franks,1.0,Texas,pallet
1/20/2025,Zucchini Squash,Zucchini Squash,Veg Fresh,0.0,Nogales,pallet
1/20/2025,Yellow Bell Pepper 25lb,Yellow Bell Peppers XXXL,Harvest Best LLC,0.0,Texas,pallet
1/20/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Harvest Best LLC,0.0,Texas,pallet
1/20/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Red Sun,0.0,Texas,case
1/20/2025,Slicer Cucumber,Slicer Cucumber,Terra Bella,1.0,Nogales,pallet
1/20/2025,Roma Tomato,Roma Tomato- XL,Wholesum / Grower Alliance,1.0,Nogales,
1/20/2025,Roma Tomato,Roma Tomato- XL,Wholesum,1.0,Nogales,
1/20/2025,Roma Tomato,Roma Tomato- XL,Wholesum / Grower Alliance,1.0,Nogales,
1/20/2025,Roma Tomato,Roma Tomato- XL,Wholesum / Grower Alliance,1.0,Nogales,case
1/20/2025,Red Bell Pepper 25lb,Red Bell Pepper 25lb,Harvest Best LLC,0.0,Texas,pallet
1/20/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Harvest Best LLC,0.0,Texas,pallet
1/20/2025,OTV Cocktails,OTV Cocktails,Red Sun,0.0,Texas,case
1/20/2025,Orangel Bell Pepper 25lb,Orange Bell Peppers XXLG,Harvest Best LLC,0.0,Texas,pallet
1/20/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Harvest Best LLC,0.0,Texas,pallet
1/20/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Red Sun,0.0,Texas,case
1/20/2025,Mini Sweets,Mini Sweets,Trufresh,1.0,Nogales,pallet
1/20/2025,Medley Tomato,Medley Tomatoes,Red Sun,0.0,Texas,case
1/20/2025,Honeydew,Honeydew,Mas Melons,0.0,Nogales,pallet
1/20/2025,Honeydew,Honeydew,Mas Melons,0.0,Nogales,pallet
1/20/2025,Heirloom,Heirloom,Santa Sweets,0.0,Nogales,pallet
1/20/2025,Heirloom,Heirloom,Trufresh,1.0,Nogales,pallet
1/20/2025,Green Bell Pepper,Green Bell Pepper,Trufresh,0.0,Nogales,pallet
1/20/2025,Green Bell Pepper,Green Bell Pepper,Trufresh,1.0,Nogales,pallet
1/20/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,1.0,Nogales,case
1/20/2025,Green Bell Pepper,Green Bell Pepper,Trufresh,0.0,Nogales,pallet
1/20/2025,Green Bell Pepper,Green Bell Pepper,Trufresh,0.0,Nogales,pallet
1/20/2025,Green Bell Pepper,Green Bell Pepper,Trufresh,1.0,Nogales,pallet
1/20/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,1.0,Nogales,case
1/20/2025,Green Bell Pepper,Green Bell Pepper,Trufresh,0.0,Nogales,pallet
1/20/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,1.0,Nogales,case
1/20/2025,Green Bell Pepper,Green Bell Pepper,Trufresh,0.0,Nogales,pallet
1/20/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,1.0,Nogales,case
1/20/2025,Grape,Grape,VILLAGE FARMS,0.0,Texas,
1/20/2025,Cherry Tomato,Cherry Tomatoes,Santa Sweets,0.0,Nogales,pallet
1/20/2025,Cherry Tomato,Cherry Tomatoes,Santa Sweets,0.0,Nogales,pallet
1/20/2025,Cherry Tomato,Cherry Tomatoes,VILLAGE FARMS,0.0,Texas,
1/21/2025,Zucchini Squash,Zucchini Squash,Lakeway,0.0,Texas,pallet
1/21/2025,Yellow Squash,Yellow Squash,Lakeway,0.0,Texas,pallet
1/21/2025,Yellow Bell Pepper 25lb,Yellow Bell Peppers XXXL,Harvest Best LLC,0.0,Texas,pallet
1/21/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Trufresh,0.0,Nogales,pallet
1/21/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Harvest Best LLC,0.0,Texas,pallet
1/21/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Topline,0.0,Texas,
1/21/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Trufresh,1.0,Nogales,pallet
1/21/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Red Sun,0.0,Texas,pallet
1/21/2025,Yellow Bell Pepper 11lb,Yellow Bell Peppers XXXL,Red Sun,0.0,Texas,pallet
1/21/2025,Watermelons,Watermelon Seed,Freshtex,0.0,Texas,pallet
1/21/2025,Watermelons,Watermelon Seed,Freshtex,0.0,Texas,pallet
1/21/2025,Watermelons,Watermelon Seed,Freshtex,0.0,Texas,pallet
1/21/2025,TOV,TOV,Red Sun,0.0,Texas,
1/21/2025,Tomatillo Peeled,Tomatillo Peeled,Stesan,0.0,Nogales,pallet
1/21/2025,Sweet Corn Yellow,Sweet Corn Yellow,Splendid,0.0,Texas,
1/21/2025,Sweet Corn Bicolor,Sweet Corn Bicolor,Splendid,0.0,Texas,
1/21/2025,Slicer Cucumber,Slicer Cucumber,Lakeway,0.0,Texas,pallet
1/21/2025,Shishitos,Shishitos,Natural Flavor,0.0,Nogales,pallet
1/21/2025,Serrano,Serrano,Natural Flavor,0.0,Nogales,
1/21/2025,Round Tomato,Round Tomato,Kingdom,0.0,Texas,pallet
1/21/2025,Round Tomato,Round Tomato,Kaliroy,0.0,Texas,pallet
1/21/2025,Round Tomato,Round Tomato,Kaliroy,0.0,Texas,pallet
1/21/2025,Roma Tomato,Roma Tomato- XL,Wholesum,1.0,Nogales,case
1/21/2025,Roma Tomato,Roma Tomato- XL,Kaliroy,0.0,Texas,pallet
1/21/2025,Roma Tomato,Roma Tomato- XL,Wholesum,1.0,Nogales,
1/21/2025,Roma Tomato,Roma Tomato- XL,Wholesum,1.0,Nogales,
1/21/2025,Roma Tomato,Roma Tomato- XL,Kaliroy,0.0,Texas,pallet
1/21/2025,Roma Tomato,Roma Tomato- XL,"Produce Team, LLC.",1.0,Texas,pallet
1/21/2025,Roma Tomato,Roma Tomato- XL,Kaliroy,0.0,Texas,pallet
1/21/2025,Red Bell Pepper 25lb,Red Bell Pepper 25lb,Harvest Best LLC,0.0,Texas,pallet
1/21/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Trufresh,0.0,Nogales,pallet
1/21/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Trufresh,1.0,Nogales,pallet
1/21/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Harvest Best LLC,0.0,Texas,pallet
1/21/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Kingdom,0.0,Texas,case
1/21/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Agriferg,0.0,Nogales,pallet
1/21/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Kingdom,0.0,Texas,case
1/21/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Kingdom,0.0,Texas,case
1/21/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Agriferg,0.0,Nogales,pallet
1/21/2025,Red Bell Pepper 11lb,Red Bell Pepper 11lb,Agriferg,0.0,Nogales,pallet
1/21/2025,Orangel Bell Pepper 25lb,Orange Bell Peppers XXLG,Harvest Best LLC,0.0,Texas,pallet
1/21/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Trufresh,0.0,Nogales,pallet
1/21/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Trufresh,1.0,Nogales,pallet
1/21/2025,Orange Bell Pepper 11lb,Orange Bell Peppers XXLG,Harvest Best LLC,0.0,Texas,pallet
1/21/2025,Mini Watermelons,Mini Watermelon Seeded,EarthBlend LLC,0.0,Nogales,pallet
1/21/2025,Mini Watermelons,Mini Watermelon Seeded,EarthBlend LLC,0.0,Nogales,pallet
1/21/2025,Mini Watermelons,Mini Watermelon Seeded,EarthBlend LLC,0.0,Nogales,pallet
1/21/2025,Mini Sweets,Mini Sweets,Trufresh,1.0,Nogales,pallet
1/21/2025,Mini Sweets,Mini Sweets,Trufresh,0.0,Nogales,pallet
1/21/2025,Mini Sweets,Mini Sweets,"Produce Team, LLC.",0.0,Texas,pallet
1/21/2025,Medley Tomato,Medley Tomatoes,Red Sun,0.0,Texas,case
1/21/2025,Heirloom,Heirloom,Trufresh,1.0,Nogales,pallet
1/21/2025,Heirloom,Heirloom,Trufresh,0.0,Nogales,pallet
1/21/2025,Heirloom Tomato,Heirloom Tomato,Red Sun,0.0,Texas,case
1/21/2025,Habanero,Habanero,Natural Flavor,0.0,Nogales,
1/21/2025,Habanero,Habanero,Natural Flavor,0.0,Texas,
1/21/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,1.0,Nogales,case
1/21/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,0.0,Nogales,pallet
1/21/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,0.0,Nogales,pallet
1/21/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,1.0,Nogales,case
1/21/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,0.0,Nogales,pallet
1/21/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,1.0,Nogales,case
1/21/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,0.0,Nogales,pallet
1/21/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,1.0,Nogales,
1/21/2025,Green Bell Pepper,Green Bell Pepper,Agriferg,0.0,Nogales,pallet
1/21/2025,Green Beans,Green Beans,Malena,0.0,Nogales,pallet
1/21/2025,Gray Squash,Grey Squash,Lakeway,0.0,Texas,pallet
1/21/2025,Grape,Grape,Franks,1.0,Texas,pallet
1/21/2025,Grape,Grape,Franks,1.0,Texas,pallet
1/21/2025,Grape Tomato,Grape Tomato,Trufresh,1.0,Nogales,case
1/21/2025,European Cucumber,Euro Cucumber,Wholesum,1.0,Nogales,
1/21/2025,Eggplant,Eggplant,Seeded,0.0,Nogales,pallet
1/21/2025,Cherry Tomato,Cherry Tomatoes,Santa Sweets,0.0,Nogales,pallet
1/21/2025,Cherry Tomato,Cherry Tomatoes,Santa Sweets,0.0,Nogales,pallet
1/21/2025,Beef Steak Tomato,Beef Steak Tomato,Malena,0.0,Nogales,pallet
1/21/2025,Beef Steak Tomato,Beef Steak Tomato,Malena,0.0,Nogales,pallet
1/21/2025,Beef Steak Tomato,Beef Steak Tomato,Malena,0.0,Nogales,pallet
1/21/2025,Beef Steak Tomato,Beef Steak Tomato,Malena,0.0,Nogales,pallet
1/21/2025,Beef Steak Tomato,Beef Steak Tomato,Malena,0.0,Nogales,pallet
1/21/2025,Beef Steak Tomato,Beef Steak Tomato,Malena,0.0,Nogales,pallet
1/21/2025,Beef Steak Tomato,Beef Steak Tomato,Malena,0.0,Nogales,pallet
